Frame	Time	Scene info	Scene info:narrative details - external	Scene info:narrative details - internal	Scene info:characters on screen	Scene info:Music Presence	speech	speech:transcription	speech:character speaking	setting	setting:indoor/outdoor	setting:setting	Scene name	Scene name:scene name	
0	0.0	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
1	0.04	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
2	0.08	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
3	0.12000000000000001	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
4	0.16	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
5	0.2	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
6	0.24000000000000002	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
7	0.28	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
8	0.32	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
9	0.36000000000000004	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
10	0.4	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
11	0.44	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
12	0.48000000000000004	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
13	0.52	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
14	0.56	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
15	0.6000000000000001	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
16	0.64	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
17	0.68	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
18	0.7200000000000001	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
19	0.76	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
20	0.8	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
21	0.8400000000000001	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
22	0.88	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
23	0.92	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
24	0.9600000000000001	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
25	1.0	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
26	1.04	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
27	1.08	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
28	1.12	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
29	1.1600000000000001	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
30	1.2000000000000002	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
31	1.24	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
32	1.28	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
33	1.32	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
34	1.36	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
35	1.4000000000000001	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
36	1.4400000000000002	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
37	1.48	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
38	1.52	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
39	1.56	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
40	1.6	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
41	1.6400000000000001	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
42	1.6800000000000002	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
43	1.7200000000000002	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
44	1.76	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
45	1.8	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
46	1.84	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
47	1.8800000000000001	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
48	1.9200000000000002	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
49	1.9600000000000002	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
50	2.0	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
51	2.04	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
52	2.08	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
53	2.12	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
54	2.16	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
55	2.2	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
56	2.24	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
57	2.2800000000000002	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
58	2.3200000000000003	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
59	2.3600000000000003	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
60	2.4000000000000004	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
61	2.44	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
62	2.48	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
63	2.52	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
64	2.56	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
65	2.6	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
66	2.64	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
67	2.68	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
68	2.72	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
69	2.7600000000000002	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
70	2.8000000000000003	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
71	2.8400000000000003	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
72	2.8800000000000003	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
73	2.9200000000000004	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
74	2.96	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
75	3.0	1	A black screen fades into a woman opening an office filing cabinet. In the background, a man stands behind a glass door. There is a clock on the wall.	0	0	0	1	0	0	1	1	Jail waiting room	1	County Jail Exposition	
